Content,Target
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0
am up to my eyes in philosophy,0
"Stand up for those whom cant stand up for themselves.... #JusticeForAaron  #StopMonsters, #AllForOne, #ONE, #LoveThyNeighbor",0
�� ready then call me...,0
Dont kick coco when he's down,0
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,-1
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",0
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY �10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,-1
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY �10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,-1
RT @tom_peters: Earthquake rocks northern California http://t.co/u6I53iFmXO,0
Call FREEPHONE 0800 542 0578 now!,-1
Many dead in Nepal and India floods – BBC News http://t.co/bhl0F241EO #news,1
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0
Heehee that was so funny tho,0
"U so lousy, run already come back then half dead... Hee...",0
Oh ok no prob..,0
America is too busy watching you suffer from their comfy couch to make a difference wake tf up and realize youre next if we don't change it!,-1
RT @TheNewDaily_: Get all the details on the strong 6.0-magnitude earthquake that hit California overnight: http://t.co/0QU9exq8H8 http://t…,0
RT @NJEmergencyPrep: [Emergency Mgmt] 2 Lessons from the California Earthquake http://t.co/UmX7HRQGSn,0
I have many dependents,0
Well. You know what i mean. Texting,0
Don���t give a flying monkeys wot they think and I certainly don���t mind. Any friend of mine and all that!,0
Whos this am in class:-),0
Waiting in e car 4 my mum lor. U leh? Reach home already?,0
Not able to do anything.,0
"RT @earthquakesnow: Earthquake 3.9 mag, 3 km WNW of American Canyon, California - http://t.co/UY2qNWzmqW #earthquake #quake",0
I know that my friend already told that.,0
"Mah b, I'll pick it up tomorrow",0
"#wearethepeople Deadly monsoon hits India, Nepal http://t.co/OHDNsBqsn2",0
U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0
What was she looking for?,0
How would my ip address test that considering my computer isn't a minecraft server,0
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,0
Yup ok...,0
"RT @ukfloodtweets: #floods #ukfloods - Nepal, India floods leave nearly 200 dead, scores missing (AFP): Kathmandu (AFP) - Floods ... http:/…",1
"2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO  redcrossbayarea",0
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",-1
"#fb Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in northern and east... http://t.co/FcalnHpyNz #news",1
"24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6",1
Call him and say you not coming today ok and tell them not to fool me like this ok,0
"Another one M7.0 occurred in a remote country Peru. QT @agneschan Strong California quake causes injuries, damage http://t.co/mviKxVQDsl …",1
“@MotherJones: Earthquake warning systems exist. Why won’t California pay for one?”  Because California prefers to waste money buying votes.,0
What Caused California's Napa Earthquake? 8/25/2014 (Video) http://t.co/u2JahEdLhf,0
RT @heyyouapp: USA » NEWS » http://t.co/fT8t72vYMD HOT NEWS 125 earthquake Even buildings with seismic retrofits damaged in Napa earthquake…,1
Takin a shower now but yeah I'll leave when I'm done,0
Ok lar... Joking wif u oni...,0
Fleeing India: What Will Make Clinical Trials Flood Back: http://t.co/k2ffbhKGCQ,0
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or �1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",-1
RT @Hinton4Congress: The Federal Reserve must help rebuild our earthquake stricken region with 0 percent disaster loans repayable over 30 y…,0
"• http://t.co/3mDd3dqhiE • earthquake 795  #earthquake • Three Critically Injured, Almost 90 Treated At Napa Hospita… http://t.co/TviJ7CS4uR",1
U 2.,0
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0
"RT @SFGate: 1) #Napa, Northern California dig out from historic earthquake http://t.co/A81CGAcahj #GateBreakers #napaquake",0
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,-1
I cant wait to see you! How were the photos were useful? :),0
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,-1
RT @_LittleSherro: “@noimbetty: i think i laugh when im mad because its so funny how fucked up a nigga would have me at the moment 😅”,-1
"Flood creates havoc in Uttar Pradesh, India: 1500 villages affected, 30 died, thousands displaced Situation in Bihar and Assam also not good",1
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,0
LOL that would be awesome payback.,0
@BelleNews: Nepal and India floods kill at least 160 people - http://t.co/FVErCRZooJ http://t.co/CLpE8M32EQ…,1
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,0
Drive home from cr is always quicker then the way up I swear,-1
Yup i shd haf ard 10 pages if i add figures... �� all got how many pages?,0
"Uh, heads up we don't have THAT much left",0
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",0
"You've won tkts to the EURO2004 CUP FINAL or �800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",-1
Guess he wants alone time. We could just show up and watch when they do..,0
No that just means you have a fat head,0
→ USA http://t.co/mggGkmz8vg → California Hit With Earthquake Of 6.0 Magnitude USA → (AP) — An earthquake with a preliminary magnitude of 6…,0
"Sorry, I'll call later",0
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",-1
RT @RFrederick_Art: Going to check my studio. A lot of #art &amp; supplies &amp; materials... Fingers X'd  #NapaQuake,-1
"[News Update] | Landslides, Flooding Kill 109 In Nepal, Northern India http://t.co/iG872YxJSi |Via Information Ng",1
Ok. There may be a free gym about.,0
Have you not finished work yet or something?,0
"I'll see, but prolly yeah",0
RT @CorkOnTheNFL: Willie Brown will present Napa Valley Unified School District ... with a check from #Raiders to assist in efforts to reco…,0
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0
Teach me apps da. When you come to college.,0
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
U coming 2 pick me?,0
Sorry for the delay. Yes masters,0
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0
Serious earthquake has hit California Bay Area.  http://t.co/ztVn17XYRF @SwedeninUSA,0
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0
Earthquake rocks northern California http://t.co/41M9FQkUe5,0
URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,-1
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",0
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0
"~ Miira → California wine country rocked by 6.0 quake, dozens hurt - Reuters: ReutersCalifornia wine country rocked by 6.0 quake, doz...",1
I will see in half an hour,0
Yup no more already... Thanx 4 printing n handing it up.,0
"""@timesofindia: Flood situation in Assam grim, toll rises to 3 http://t.co/d66YkDS8bI…""",1
"RT @abonetti420: Swinging blunts round, sun up till sun down",-1
It took Mr owl 3 licks,0
Geeeee ... I love you so much I can barely stand it,0
Ok... Take ur time n enjoy ur dinner...,0
US #USNews #California #earthquake #environmentalists California Environmentalists Decry Wildfire Plan http://t.co/ebYdyjw4sL,-1
"( +1 849-846-0679 ) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and r...  (( #Papiiz_Chulò ))",1
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),0
South Napa Earthquake Cracks Open New Fears of ‘The Big One’ http://t.co/XkOtDiFrDm,0
"Napa Valley, California Braces for Aftershocks, Following Strongest Quake in the Area in 25 Years #Christianity http://t.co/Pj3gfGhPCU",0
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0
Boy you best get yo ass out here quick,0
Should i send you naughty pix? :),0
"What part of \don't initiate\"" don't you understand""",0
RT @nuclearnewsbot: Expert urges California nuclear plant closure over earthquake threat - CBS News http://t.co/sUqmhqLHVC #nuclear,1
"Just sent you an email ��� to an address with incomm in it, is that right?",0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,-1
Aiyah ok wat as long as got improve can already wat...,0
Quake is area's biggest in 25 years: The California quake has people asking: Are we seeing more than usual? An... http://t.co/e6M9XaAwml,0
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",0
RT @xxveroonicaxx: “@AQUATICZIALL: PLEASE QUOTE THIS W/ PICS OF NIALL I NEED CHEERING UP” http://t.co/ttpNAznwzm,-1
So can collect ur laptop?,0
How come?,0
"Nothing much, chillin at home. Any super bowl plan?",0
"Thanks to the Napa earthquake, explained the geo-cultural differences in winecellar design between France vs. Italy/Greece many times today.",0
Hi :)finally i completed the course:),0
Wat time u finish ur lect today?,0
26th OF JULY,0
"RT @NancyWonderful: Monsoon floods in #Nepal and #India cause 180 deaths, maroon villages, sweep away straw huts: http://t.co/vmwRiGVWsv #T…",1
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,-1
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,0
Yunny... I'm goin to be late,0
"RT @SpeedReads: The losses from California's Napa earthquake could top $1 bln—and yes, some of that's wine: http://t.co/wy84yfMPPa http://t…",1
"RT @PrakaashGurjar: Nepal: Floods, landslides kill 240 people, India announces relief fund of NRs 48 million http://t.co/YKAPOE71GT",1
I will reach before ten morning,0
#Israel #India you know dame well that's how India looked before the Flood #China #America #U.S #U.N. http://t.co/I5wC3m6964,0
Netanyahu announces California earthquake payback for anti semites &amp; self-haters preventing God's boat from docking in oakland.,0
I can't make it tonight,0
K.k:)apo k.good movie.,0
Those were my exact intentions,0
"Sorry, I'll call later",0
Hey tmr maybe can meet you at yck,0
Are you in castor? You need to see something,0
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0
Pathaya enketa maraikara pa',0
Staff of placement training in Amrita college.,0
Then she dun believe wat?,0
Ok...,0
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,0
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,0
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,0
